0.20878193	0.0574547	0.25109878	-0.3008507	-0.53208846	0.24634935	0.23748907	-0.18395689	0.12289426	-0.063687526	0.27983198	-0.12184299	-0.037935823	-0.153597	0.2927997	0.12037183
0.30162352	0.037020814	-0.26608768	-0.6401376	-0.5236497	-0.27555135	0.5360961	-0.46254715	0.018955588	-0.26120192	-0.056982055	-0.21927987	-0.024304645	0.33362633	0.5194546	0.65754396
0.11243365	0.15185276	0.36101088	0.19834629	-0.5261586	0.28240725	-0.076332666	0.17627087	0.31849375	0.33507422	-0.05868593	-0.16018286	0.10873343	-0.05451235	0.22846577	0.05772014
0.09446473	0.09890681	0.40227604	0.05333041	-0.49819413	0.2950394	-0.014962252	0.054810125	0.0996767	0.11376398	0.18194798	-0.048598208	-0.011016313	-0.22083004	0.111529455	-0.08052959
0.22683996	0.114738725	0.23148789	0.008842148	-0.23568414	0.115965396	0.026022296	-0.16509706	-0.12487121	-0.18158285	0.31380156	0.1148141	-0.058896933	-0.30333513	0.09415162	-0.14557031
-0.2724093	0.16126972	0.5713728	0.67091966	-0.4456835	0.55112356	-0.3120926	0.7308335	0.6513615	0.78314036	-0.4411242	-0.43049404	0.46741927	0.023725802	-0.010935955	-0.21614419
0.15393516	-0.055996332	0.10723939	-0.33541656	-0.49223876	0.03283051	0.30810207	-0.32949948	0.05226411	-0.17551908	0.18550114	-0.06405703	-0.13410819	0.09511882	0.28709376	0.25029415
0.14103566	-0.07158022	0.039364558	-0.25770345	-0.3457176	0.23562236	0.25473762	-0.13116264	0.06697557	-0.032031745	0.19891818	-0.15515547	0.14132182	-0.0057937563	0.081809424	0.08807798
-0.22550426	-0.025606455	0.6222753	0.58814937	0.03101892	0.61613506	-0.24175437	0.4877311	0.28252202	0.42496333	0.2606952	0.10989196	0.35151213	-0.5432303	-0.448136	-0.6269982
0.025331708	-0.030900193	0.053424574	-0.029461691	-0.47841784	0.18241139	0.13704254	0.1109043	0.34430254	0.31193215	-0.030719168	-0.29407123	0.14986874	0.11425177	0.21832319	0.094128236
-0.42698944	-0.5496617	-0.092684746	-0.552961	-0.12418882	0.40795672	0.5623232	-0.6634969	0.39559352	0.018967357	0.2175378	-0.4781785	0.4496769	0.38485312	0.1654606	0.34117645
0.03094417	-0.3684565	-0.11699617	-0.4358393	0.08589042	0.34755427	0.6407064	-0.43056488	-0.03995873	-0.54863036	0.46978092	-0.15577315	0.44306138	-0.18400046	-0.21922274	-0.2657821
0.1685847	0.06391158	0.47844052	0.24986257	-0.052856617	0.28267848	-0.1614398	-0.15524861	-0.42155716	-0.29556847	0.46951145	0.3931916	-0.13957742	-0.6450275	-0.24012041	-0.56771857
0.36553714	0.25571784	0.1355513	-0.41625774	-0.5609459	-0.29853112	0.17940217	-0.26277053	-0.11347544	-0.220178	0.12830131	0.115378454	-0.30016845	-0.04200935	0.43092674	0.34032246
0.55502254	0.44263193	-0.06089008	-0.48060566	-0.50628006	-0.570058	-0.049201082	-0.24097973	-0.34514448	-0.3493637	0.026084915	0.2537545	-0.27206162	-0.13299035	0.55941	0.43297634
0.43723443	0.25580966	-0.43392268	-0.7282919	-0.33602357	-0.4329407	0.44890717	-0.41624093	-0.307585	-0.47766712	0.05511012	0.072303675	-0.022817828	0.11140476	0.5456545	0.5995397
0.571145	0.31669977	-0.10740688	-0.5537886	-0.39677542	-0.36394995	0.023281595	-0.2713724	-0.346817	-0.46041712	0.16316868	0.29055545	-0.20010658	-0.19187537	0.37740317	0.18444873
0.36775938	0.4336753	0.30676165	-0.102485456	-0.6357982	-0.19977115	-0.16039419	3.4010354e-05	-0.10393137	0.026740953	-0.11526607	0.19745395	-0.39254904	-0.12496382	0.4225418	0.24046345
-0.2597879	0.30704206	0.75356394	0.8287937	-0.85303384	0.27977836	-0.5187014	0.8276672	0.92024237	1.1106335	-0.9442161	-0.5052576	-0.11709265	0.4575388	0.79246396	0.5116413
