-0.010574479	0.04517132	0.04045515	0.022757916	0.06975168	-0.055266116	-0.0047187707	-0.066061646	0.07151613	-0.017576547	-0.019534385	-0.020279089	-0.028963557	-0.027340226	-0.011284691	0.0013670234
-0.010062924	-0.067741774	0.07235588	0.0022828	0.13335842	-0.06698878	0.1490458	0.055972308	0.11653967	0.09130269	0.07339296	-0.08948861	0.06544905	-0.074726194	0.07112728	-0.15174624
-0.03837013	-0.08113916	0.17256652	0.05781029	0.12423122	-0.16597295	0.18498772	0.022807509	0.17205916	0.25148907	0.008927927	-0.14612791	0.122676305	-0.09214754	0.21031041	-0.20993999
-0.21206897	0.40319332	-0.3785499	-0.31859878	-0.3460913	0.38915548	-0.49378496	-0.292574	-0.42148113	-0.40825367	-0.27513835	0.45929623	-0.38065085	0.36102805	-0.29606774	0.49759337
-0.043575592	0.035557166	-0.07995519	0.0059300074	0.018077169	0.028164739	-0.041751385	-0.06254845	-0.017564064	-0.012285225	-0.017834652	0.040436167	-0.037181914	0.08938313	0.009936847	0.020155266
0.0732985	-0.040254757	0.059937645	0.060721815	0.06947507	-0.101277724	0.04201008	0.09213447	0.07888059	0.050322935	0.10092933	0.006305461	0.016961167	-0.08245247	0.09830949	-0.06543623
-0.22699879	0.4128135	-0.3569033	-0.33301094	-0.40252626	0.3299609	-0.51103336	-0.30117524	-0.36705226	-0.3984172	-0.37818024	0.48489395	-0.37180376	0.35956854	-0.3087281	0.5059209
0.027262269	-0.06838271	0.06499399	0.06301625	0.03521882	-0.039042924	0.052903008	0.012434015	0.06788865	0.05199143	0.0053304182	-0.02115418	0.07254248	-0.012883853	0.095129766	-0.10217738
-0.21113577	0.34751132	-0.3060023	-0.28556615	-0.37065345	0.26569667	-0.45927733	-0.21632129	-0.31249705	-0.3157455	-0.23685849	0.4405851	-0.28499052	0.2898077	-0.289068	0.43955094
-0.03903443	0.03400844	0.009200808	-0.06541485	-0.007171902	0.023627656	0.03374193	-0.050571278	-0.024677653	-0.037654907	-0.009983999	-0.01924529	-0.005811304	0.011059832	0.0016388914	-0.031802617
-0.24031971	0.39769757	-0.3704971	-0.25066644	-0.3482152	0.39497128	-0.5068424	-0.31785554	-0.37237427	-0.3874531	-0.27655077	0.46791995	-0.3732291	0.3874428	-0.2638831	0.4491583
-0.017496342	-0.050440032	0.09367806	0.06328724	0.09589003	-0.081957184	0.123335846	0.009881545	0.067265585	0.05123764	0.022457464	-0.063442215	0.055191435	-0.02886471	0.07629117	-0.103123434
-0.13704497	0.24627818	-0.21754937	-0.16457127	-0.18950197	0.15802021	-0.32413617	-0.1551034	-0.2006594	-0.23209448	-0.183103	0.28584194	-0.2257224	0.14844318	-0.12963428	0.24839601
